Track ID,Type & Color,Plate Number,Max Speed (km/h),Avg Speed (km/h),Direction,Lane,Last Behavior,Driver Status,Wrong Way,Sudden Stop,First Frame,Last Frame
199,Green Vehicle,255 KM (?),0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,358,358
200,⏳,—,26.6,14.0,UP,LEFT,NORMAL,N/A,NO,NO,358,468
202,⏳,—,85.0,48.9,DOWN,RIGHT,NORMAL,N/A,NO,NO,360,407
211,Blue Vehicle,Unreadable,88.9,46.6,DOWN,RIGHT,NORMAL,N/A,NO,NO,393,440
213,⏳,—,52.8,22.3,UP,LEFT,NORMAL,N/A,NO,NO,400,521
214,Blue Vehicle,Unreadable,69.9,29.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,401,480
215,⏳,—,43.3,20.2,UP,LEFT,NORMAL,N/A,NO,NO,403,554
219,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,414,416
221,Blue Vehicle,Unreadable,77.3,46.0,DOWN,RIGHT,NORMAL,N/A,NO,NO,420,478
225,Blue Vehicle,Unreadable,79.1,37.8,DOWN,RIGHT,NORMAL,N/A,NO,NO,436,503
226,Blue Vehicle,Unreadable,43.5,18.4,UP,LEFT,SLOW,N/A,NO,NO,441,579
227,Blue Vehicle,Unreadable,66.9,36.4,DOWN,RIGHT,NORMAL,N/A,NO,NO,441,503
228,Blue Vehicle,Unreadable,48.5,32.6,UP,LEFT,NORMAL,N/A,NO,NO,446,459
229,⏳,—,39.2,19.2,UP,LEFT,NORMAL,N/A,NO,NO,447,576
236,Blue Vehicle,Unreadable,64.3,42.1,UP,LEFT,NORMAL,N/A,NO,NO,461,486
237,⏳,—,70.8,32.9,DOWN,RIGHT,NORMAL,N/A,NO,NO,461,536
241,⏳,—,36.3,24.0,UNKNOWN,RIGHT,NORMAL,N/A,NO,NO,468,486
247,⏳,—,8.1,6.3,UNKNOWN,LEFT,SLOW,N/A,NO,NO,476,485
254,⏳,—,38.2,17.7,UP,LEFT,NORMAL,N/A,NO,NO,486,631
256,⏳,—,43.7,21.0,UP,LEFT,NORMAL,N/A,NO,NO,498,618
263,Blue Vehicle,Unreadable,81.3,43.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,502,555
264,Blue Vehicle,Unreadable,80.0,46.7,DOWN,RIGHT,NORMAL,N/A,NO,NO,503,540
272,Blue Vehicle,Unreadable,28.5,23.5,UP,LEFT,NORMAL,N/A,NO,NO,508,539
275,Blue Vehicle,Unreadable,64.0,31.6,DOWN,RIGHT,NORMAL,N/A,NO,NO,514,590
278,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,521,521
279,⏳,—,35.9,13.5,UP,LEFT,NORMAL,N/A,NO,NO,525,593
280,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,528,528
287,⏳,—,38.4,17.4,UP,LEFT,NORMAL,N/A,NO,NO,542,693
288,Blue Vehicle,Unreadable,85.8,40.8,DOWN,RIGHT,NORMAL,N/A,NO,NO,543,606
290,Blue Vehicle,Unreadable,56.6,17.9,UP,LEFT,SLOW,N/A,NO,NO,550,697
294,Blue Vehicle,Unreadable,88.4,37.2,DOWN,RIGHT,NORMAL,N/A,NO,NO,552,615
297,Blue Vehicle,Unreadable,63.3,30.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,561,641
298,⏳,—,45.9,19.4,UP,LEFT,NORMAL,N/A,NO,NO,562,723
302,Blue Vehicle,Unreadable,87.2,44.6,DOWN,RIGHT,NORMAL,N/A,NO,NO,578,635
303,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,585,588
312,⏳,—,40.0,28.2,DOWN,RIGHT,NORMAL,N/A,NO,NO,604,647
317,Vehicle,Unreadable,47.9,27.4,UP,LEFT,NORMAL,N/A,NO,NO,612,720
318,⏳,—,32.8,17.5,UP,LEFT,SLOW,N/A,NO,NO,613,757
330,⏳,—,30.9,26.2,UP,LEFT,NORMAL,N/A,NO,NO,624,640
332,Blue Vehicle,Unreadable,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,627,627
337,⏳,—,36.0,25.8,UP,LEFT,NORMAL,N/A,NO,NO,633,661
340,⏳,—,40.1,26.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,636,682
348,⏳,—,34.4,17.2,UP,LEFT,SLOW,N/A,NO,NO,643,790
351,Blue Vehicle,Unreadable,74.1,43.9,DOWN,RIGHT,NORMAL,N/A,NO,NO,645,705
359,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,658,658
365,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,662,662
366,Blue Vehicle,Unreadable,82.2,40.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,662,726
369,Blue Vehicle,Unreadable,72.4,12.1,UP,LEFT,SLOW,N/A,NO,NO,664,890
374,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,666,667
380,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,673,674
385,⏳,—,28.9,14.2,UP,LEFT,NORMAL,N/A,NO,NO,676,783
386,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,676,679
388,⏳,—,39.1,19.3,UP,LEFT,SLOW,N/A,NO,NO,677,808
389,⏳,—,51.7,33.5,DOWN,RIGHT,NORMAL,N/A,NO,NO,677,703
391,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,677,677
393,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,680,680
397,⏳,—,74.4,46.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,686,724
399,Blue Vehicle,Unreadable,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,686,688
400,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,687,688
401,⏳,—,66.5,64.2,DOWN,RIGHT,NORMAL,N/A,NO,NO,688,701
411,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,700,700
416,⏳,—,59.9,38.6,DOWN,RIGHT,NORMAL,N/A,NO,NO,706,739
421,⏳,—,34.7,17.9,UP,LEFT,NORMAL,N/A,NO,NO,712,833
422,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,713,714
428,⏳,—,56.9,30.4,DOWN,RIGHT,NORMAL,N/A,NO,NO,716,767
431,Blue Vehicle,Unreadable,70.2,70.2,DOWN,RIGHT,NORMAL,N/A,NO,NO,717,723
433,Blue Vehicle,Unreadable,82.6,45.1,DOWN,RIGHT,NORMAL,N/A,NO,NO,718,770
438,Blue Vehicle,Unreadable,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,727,730
441,Blue Vehicle,Unreadable,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,733,733
442,Blue Vehicle,Unreadable,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,736,737
448,⏳,—,74.3,72.4,DOWN,RIGHT,NORMAL,N/A,NO,NO,747,754
449,⏳,—,42.6,24.7,UP,LEFT,NORMAL,N/A,NO,NO,747,803
450,⏳,—,36.7,19.5,UP,LEFT,NORMAL,N/A,NO,NO,751,890
451,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,751,751
454,⏳,—,33.1,17.2,UP,LEFT,SLOW,N/A,NO,NO,755,890
456,⏳,—,38.0,26.7,DOWN,RIGHT,NORMAL,N/A,NO,NO,759,799
459,⏳,—,190.9,21.9,UP,LEFT,SLOW,N/A,NO,NO,765,890
464,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,773,773
467,Blue Vehicle,Unreadable,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,775,779
469,Blue Vehicle,Unreadable,79.6,40.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,776,839
470,Blue Vehicle,Unreadable,79.2,47.0,DOWN,RIGHT,NORMAL,N/A,NO,NO,778,825
471,⏳,—,44.7,20.0,UP,LEFT,SLOW,N/A,NO,NO,781,890
475,⏳,—,77.2,39.2,DOWN,RIGHT,NORMAL,N/A,NO,NO,787,851
476,⏳,—,64.3,33.9,DOWN,RIGHT,NORMAL,N/A,NO,NO,788,855
482,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,796,796
484,Blue Vehicle,Unreadable,35.1,27.5,UP,LEFT,NORMAL,N/A,NO,NO,797,840
485,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,797,798
489,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,801,804
490,Blue Vehicle,Unreadable,35.8,20.4,UP,LEFT,NORMAL,N/A,NO,NO,806,890
497,Blue Vehicle,Unreadable,67.3,67.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,812,816
506,⏳,—,25.6,25.4,UP,LEFT,NORMAL,N/A,NO,NO,820,825
509,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,827,827
510,⏳,—,0.0,0.0,UNKNOWN,LEFT,STOPPED,N/A,NO,NO,828,830
511,Blue Vehicle,Unreadable,73.5,40.1,DOWN,RIGHT,WRONG WAY,N/A,YES,NO,828,881
514,⏳,—,29.8,21.1,DOWN,RIGHT,WRONG WAY,N/A,YES,NO,841,890
524,⏳,—,44.6,28.9,DOWN,RIGHT,WRONG WAY,N/A,YES,NO,851,890
529,⏳,—,32.0,26.1,UP,LEFT,WRONG WAY,N/A,YES,NO,855,890
530,⏳,—,42.8,28.3,UP,LEFT,WRONG WAY,N/A,YES,NO,859,890
533,⏳,—,29.6,23.0,UP,LEFT,NORMAL,N/A,YES,NO,863,885
539,Blue Vehicle,Unreadable,48.1,44.4,UP,LEFT,WRONG WAY,N/A,YES,NO,875,890
549,⏳,—,27.3,24.6,UNKNOWN,RIGHT,NORMAL,N/A,NO,NO,884,890
551,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,885,885
554,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,889,890
555,⏳,—,0.0,0.0,UNKNOWN,RIGHT,STOPPED,N/A,NO,NO,889,890
