Track ID,Type & Color,Plate Number,Max Speed (km/h),Avg Speed (km/h),Direction,Lane,Last Behavior,Driver Status,Wrong Way,Sudden Stop,First Frame,Last Frame
45,Red Vehicle,Unreadable,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,43,44
47,Red Car,Unreadable,85.7,44.6,DOWN,RIGHT,NORMAL,N/A,YES,NO,46,100
48,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,46,47
50,Vehicle,4O W (?),0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,49,49
53,Car,Unreadable,36.2,35.0,UP,LEFT,WRONG WAY,N/A,YES,NO,51,58
54,Truck,Unreadable,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,52,52
56,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,55,56
58,Truck,Unreadable,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,62,62
63,⏳,—,46.4,31.0,DOWN,RIGHT,NORMAL,N/A,NO,NO,68,109
64,Truck,Unreadable,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,69,69
67,⏳,—,43.2,21.3,UP,LEFT,NORMAL,N/A,NO,NO,72,195
69,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,79,80
71,⏳,—,39.8,19.0,STATIONARY,LEFT,NORMAL,N/A,NO,NO,88,243
80,⏳,—,66.3,36.4,DOWN,RIGHT,NORMAL,N/A,NO,NO,101,151
82,⏳,—,23.5,19.4,UP,LEFT,NORMAL,N/A,NO,NO,103,128
84,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,111,111
85,⏳,—,41.3,21.3,STATIONARY,LEFT,SLOW,N/A,NO,NO,112,255
86,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,115,116
88,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,119,121
92,⏳,—,45.2,40.8,DOWN,RIGHT,NORMAL,N/A,NO,NO,121,156
95,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,124,124
99,⏳,—,59.3,21.6,STATIONARY,LEFT,NORMAL,N/A,NO,NO,128,236
101,⏳,—,46.0,30.1,DOWN,RIGHT,NORMAL,N/A,NO,NO,129,169
102,⏳,—,13.2,12.0,STATIONARY,LEFT,SLOW,N/A,NO,NO,131,139
104,⏳,—,37.4,19.6,UP,LEFT,NORMAL,N/A,NO,NO,138,275
109,Car,Unreadable,76.0,71.8,DOWN,RIGHT,NORMAL,N/A,NO,NO,174,185
113,⏳,—,40.3,19.2,STATIONARY,LEFT,NORMAL,N/A,NO,NO,190,332
114,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,190,193
117,⏳,—,64.8,20.6,STATIONARY,LEFT,NORMAL,N/A,NO,NO,198,316
118,White Van,Unreadable,40.3,19.7,STATIONARY,LEFT,NORMAL,N/A,NO,NO,208,341
122,Green Car,Unreadable,82.5,43.0,DOWN,RIGHT,NORMAL,N/A,NO,NO,215,265
131,Car,Unreadable,83.8,44.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,250,303
132,⏳,—,40.5,19.6,STATIONARY,LEFT,NORMAL,N/A,NO,NO,252,380
136,Car,Unreadable,31.0,24.2,UP,LEFT,NORMAL,N/A,NO,NO,260,302
137,Car,Unreadable,147.2,26.7,DOWN,RIGHT,WRONG WAY,N/A,YES,NO,261,359
138,Car,Unreadable,47.3,23.0,STATIONARY,LEFT,NORMAL,N/A,YES,NO,262,362
143,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,271,271
144,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,272,273
145,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,272,275
150,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,278,278
153,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,289,290
154,⏳,—,6.8,6.8,STATIONARY,LEFT,SLOW,N/A,NO,NO,290,295
155,⏳,—,16.2,15.6,STATIONARY,RIGHT,NORMAL,N/A,NO,NO,293,300
157,⏳,—,14.2,8.6,STATIONARY,LEFT,NORMAL,N/A,NO,NO,299,312
159,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,302,305
160,Vehicle,Unreadable,63.4,29.9,DOWN,RIGHT,WRONG WAY,N/A,YES,NO,305,365
161,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,308,308
165,⏳,—,56.1,22.6,STATIONARY,LEFT,SLOW,N/A,YES,NO,313,417
167,Car,Unreadable,30.7,27.1,UP,LEFT,WRONG WAY,N/A,YES,NO,314,347
169,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,314,316
172,⏳,—,67.8,37.4,DOWN,RIGHT,NORMAL,N/A,YES,NO,317,375
173,⏳,—,47.6,28.5,UP,LEFT,NORMAL,N/A,YES,NO,317,386
175,⏳,—,37.5,17.6,STATIONARY,LEFT,SLOW,N/A,YES,NO,323,467
181,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,338,339
182,⏳,—,41.2,21.3,STATIONARY,LEFT,SLOW,N/A,YES,NO,339,468
192,⏳,—,25.8,14.0,STATIONARY,LEFT,NORMAL,N/A,YES,NO,358,468
195,Car,Unreadable,70.8,40.1,DOWN,RIGHT,NORMAL,N/A,NO,NO,360,411
196,⏳,—,84.9,48.9,DOWN,RIGHT,NORMAL,N/A,YES,NO,360,407
200,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,385,391
202,Car,Unreadable,89.4,47.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,396,440
204,⏳,—,49.9,21.2,STATIONARY,LEFT,NORMAL,N/A,NO,NO,401,512
205,Car,Unreadable,70.0,29.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,401,480
206,⏳,—,35.7,19.4,STATIONARY,LEFT,NORMAL,N/A,NO,NO,403,519
210,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,414,416
212,Yellow Car,Unreadable,77.3,46.1,DOWN,RIGHT,NORMAL,N/A,NO,NO,421,478
215,White Car,Unreadable,79.1,37.8,DOWN,RIGHT,NORMAL,N/A,NO,NO,436,503
217,Green Car,Unreadable,67.0,36.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,441,503
218,Vehicle,Unreadable,43.6,18.4,STATIONARY,LEFT,SLOW,N/A,NO,NO,442,579
219,Car,Unreadable,46.4,30.9,UP,LEFT,NORMAL,N/A,NO,NO,446,459
220,⏳,—,40.0,19.3,STATIONARY,LEFT,NORMAL,N/A,NO,NO,447,576
227,Truck,Unreadable,64.3,42.1,UP,LEFT,NORMAL,N/A,NO,NO,461,486
228,⏳,—,71.0,32.8,DOWN,RIGHT,NORMAL,N/A,NO,NO,461,536
230,⏳,—,10.2,8.4,STATIONARY,LEFT,SLOW,N/A,NO,NO,468,485
232,⏳,—,34.0,22.4,STATIONARY,RIGHT,NORMAL,N/A,NO,NO,468,485
240,⏳,—,38.3,17.9,STATIONARY,LEFT,NORMAL,N/A,NO,NO,486,631
241,⏳,—,20.7,17.6,STATIONARY,LEFT,NORMAL,N/A,NO,NO,498,508
245,Red Car,Unreadable,80.8,42.4,DOWN,RIGHT,NORMAL,N/A,NO,NO,502,554
246,Car,Unreadable,80.0,46.0,DOWN,RIGHT,NORMAL,N/A,NO,NO,502,540
251,⏳,—,32.4,19.6,STATIONARY,LEFT,SLOW,N/A,NO,NO,506,618
253,Car,Unreadable,28.5,23.5,UP,LEFT,NORMAL,N/A,NO,NO,508,539
256,Car,Unreadable,64.3,31.6,DOWN,RIGHT,NORMAL,N/A,NO,NO,514,590
257,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,521,521
260,⏳,—,39.6,13.8,UP,LEFT,NORMAL,N/A,NO,NO,525,593
261,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,528,528
267,⏳,—,38.0,18.0,STATIONARY,LEFT,NORMAL,N/A,NO,NO,542,676
268,Green Car,Unreadable,85.6,41.5,DOWN,RIGHT,NORMAL,N/A,NO,NO,544,606
273,Truck,Unreadable,56.8,20.4,STATIONARY,LEFT,SLOW,N/A,NO,NO,550,676
274,⏳,—,25.1,21.3,STATIONARY,LEFT,NORMAL,N/A,NO,NO,550,556
278,Car,Unreadable,88.1,38.4,DOWN,RIGHT,NORMAL,N/A,NO,NO,553,615
282,⏳,—,39.9,20.6,STATIONARY,LEFT,SLOW,N/A,NO,NO,563,676
283,Car,Unreadable,63.0,31.4,DOWN,RIGHT,NORMAL,N/A,NO,NO,565,641
286,White Car,Unreadable,86.0,45.3,DOWN,RIGHT,NORMAL,N/A,NO,NO,579,635
287,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,585,588
294,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,605,606
300,⏳,—,40.3,28.9,DOWN,RIGHT,NORMAL,N/A,NO,NO,612,647
301,Red Car,Unreadable,37.5,24.7,STATIONARY,LEFT,NORMAL,N/A,NO,NO,612,676
302,⏳,—,32.9,23.0,STATIONARY,LEFT,NORMAL,N/A,NO,NO,613,676
303,Red Car,Unreadable,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,614,614
304,⏳,—,17.1,17.1,STATIONARY,LEFT,NORMAL,N/A,NO,NO,616,623
309,⏳,—,30.9,26.2,UP,LEFT,NORMAL,N/A,NO,NO,624,640
316,⏳,—,36.0,25.7,STATIONARY,LEFT,NORMAL,N/A,NO,NO,633,661
318,⏳,—,35.5,24.6,DOWN,RIGHT,NORMAL,N/A,NO,NO,637,676
320,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,639,639
326,⏳,—,34.4,26.1,UP,LEFT,NORMAL,N/A,NO,NO,643,676
332,⏳,—,41.8,30.9,DOWN,RIGHT,NORMAL,N/A,NO,NO,645,676
336,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,658,658
341,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,662,662
342,⏳,—,7.0,6.3,STATIONARY,LEFT,SLOW,N/A,NO,NO,662,668
344,⏳,—,24.0,21.4,STATIONARY,RIGHT,NORMAL,N/A,NO,NO,663,676
345,Truck,Unreadable,12.2,10.8,STATIONARY,LEFT,SLOW,N/A,NO,NO,664,676
354,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,673,676
359,⏳,—,0.0,0.0,STATIONARY,LEFT,STOPPED,N/A,NO,NO,676,676
360,⏳,—,0.0,0.0,STATIONARY,RIGHT,STOPPED,N/A,NO,NO,676,676
